Subscriber	StartTime	EndTime
13800010856	2009-01-01 00:16:07	2009-01-01 00:17:00
13800010499	2009-01-01 00:16:28	2009-01-01 00:19:11
13800010351	2009-01-01 00:16:28	2009-01-01 01:09:18
13800010687	2009-01-01 00:16:32	2009-01-01 00:17:27
13800010790	2009-01-01 00:16:37	2009-01-01 00:21:08
13800010815	2009-01-01 00:16:47	2009-01-01 00:21:35
13800010416	2009-01-01 00:17:15	2009-01-01 00:18:05
13800010494	2009-01-01 00:17:18	2009-01-01 00:17:39
13800010675	2009-01-01 00:17:46	2009-01-01 00:20:47
13800010890	2009-01-01 00:17:54	2009-01-01 00:23:07
13800010433	2009-01-01 00:18:02	2009-01-01 00:21:19
13800010086	2009-01-01 00:18:27	2009-01-01 00:19:04
13800010309	2009-01-01 00:18:44	2009-01-01 00:36:29
13800010041	2009-01-01 00:18:51	2009-01-01 00:22:17
13800010261	2009-01-01 00:18:54	2009-01-01 00:24:01
13800010483	2009-01-01 00:19:02	2009-01-01 00:21:48
13800010268	2009-01-01 00:19:17	2009-01-01 00:24:03
13800010836	2009-01-01 00:19:18	2009-01-01 00:20:38
13800010103	2009-01-01 00:19:21	2009-01-01 00:21:07
13800010753	2009-01-01 00:19:48	2009-01-01 00:20:59
13800010873	2009-01-01 00:20:07	2009-01-01 00:24:07
13800010620	2009-01-01 00:20:12	2009-01-01 00:21:53
13800010682	2009-01-01 00:20:12	2009-01-01 00:21:13
13800010084	2009-01-01 00:20:20	2009-01-01 00:24:04
13800010064	2009-01-01 00:20:44	2009-01-01 00:23:49
13800010801	2009-01-01 00:20:59	2009-01-01 00:23:07
13800010334	2009-01-01 00:21:06	2009-01-01 00:23:11
13800010189	2009-01-01 00:21:24	2009-01-01 00:24:02
13800010128	2009-01-01 00:21:30	2009-01-01 00:22:53
13800010409	2009-01-01 00:21:46	2009-01-01 00:22:17
13800010603	2009-01-01 00:22:04	2009-01-01 00:22:48
13800010513	2009-01-01 00:22:19	2009-01-01 00:47:18
13800010271	2009-01-01 00:22:27	2009-01-01 00:25:21
13800010018	2009-01-01 00:22:29	2009-01-01 00:23:50
13800010288	2009-01-01 00:22:47	2009-01-01 00:24:39
13800010219	2009-01-01 00:23:08	2009-01-01 00:25:56
13800010525	2009-01-01 00:23:15	2009-01-01 00:23:52
13800010657	2009-01-01 00:23:26	2009-01-01 00:27:32
13800010184	2009-01-01 00:23:32	2009-01-01 00:27:56
13800010241	2009-01-01 00:23:53	2009-01-01 00:28:24
13800010356	2009-01-01 00:24:03	2009-01-01 00:58:23
13800010487	2009-01-01 00:24:31	2009-01-01 00:28:44
13800010350	2009-01-01 00:24:39	2009-01-01 00:27:29
13800010311	2009-01-01 00:24:42	2009-01-01 00:51:28
13800010151	2009-01-01 00:24:57	2009-01-01 00:29:55
13800010096	2009-01-01 00:25:06	2009-01-01 00:25:47
13800010270	2009-01-01 00:25:07	2009-01-01 00:25:45
13800010405	2009-01-01 00:25:15	2009-01-01 00:28:38
13800010323	2009-01-01 00:25:20	2009-01-01 00:27:30
13800010473	2009-01-01 00:25:53	2009-01-01 01:21:47
13800010427	2009-01-01 00:26:03	2009-01-01 00:27:09
13800010519	2009-01-01 00:26:05	2009-01-01 00:28:00
13800010526	2009-01-01 00:26:13	2009-01-01 00:26:57
13800010029	2009-01-01 00:26:16	2009-01-01 00:28:23
13800010621	2009-01-01 00:26:28	2009-01-01 00:26:59
13800010866	2009-01-01 00:26:37	2009-01-01 00:29:59
13800010109	2009-01-01 00:26:56	2009-01-01 00:30:57
13800010754	2009-01-01 00:27:31	2009-01-01 00:30:53
13800010227	2009-01-01 00:27:38	2009-01-01 00:31:24
13800010436	2009-01-01 00:27:57	2009-01-01 00:28:44
13800010648	2009-01-01 00:28:03	2009-01-01 00:31:48
13800010517	2009-01-01 00:28:10	2009-01-01 00:31:22
13800010022	2009-01-01 00:28:20	2009-01-01 00:31:39
13800010748	2009-01-01 00:28:41	2009-01-01 00:31:37
13800010606	2009-01-01 00:28:51	2009-01-01 00:31:38
13800010455	2009-01-01 00:28:52	2009-01-01 01:04:57
13800010822	2009-01-01 00:29:05	2009-01-01 00:33:18
13800010859	2009-01-01 00:29:18	2009-01-01 00:29:38
13800010254	2009-01-01 00:29:21	2009-01-01 01:26:23
13800010196	2009-01-01 00:29:59	2009-01-01 00:34:33
13800010036	2009-01-01 00:30:01	2009-01-01 00:34:42
13800010061	2009-01-01 00:30:07	2009-01-01 00:30:51
13800010078	2009-01-01 00:30:18	2009-01-01 00:31:51
13800010855	2009-01-01 00:30:30	2009-01-01 00:33:57
13800010835	2009-01-01 00:30:44	2009-01-01 00:32:48
13800010808	2009-01-01 00:30:48	2009-01-01 00:34:38
13800010681	2009-01-01 00:30:55	2009-01-01 00:34:38
13800010640	2009-01-01 00:30:59	2009-01-01 00:32:32
13800010063	2009-01-01 00:31:13	2009-01-01 00:34:00
13800010615	2009-01-01 00:31:32	2009-01-01 00:59:58
13800010450	2009-01-01 00:32:09	2009-01-01 00:37:13
13800010581	2009-01-01 00:32:28	2009-01-01 00:34:32
13800010229	2009-01-01 00:32:36	2009-01-01 00:37:16
13800010678	2009-01-01 00:32:54	2009-01-01 01:22:16
13800010860	2009-01-01 00:32:57	2009-01-01 01:03:01
13800010434	2009-01-01 00:33:50	2009-01-01 00:34:35
13800010143	2009-01-01 00:33:55	2009-01-01 01:13:07
13800010359	2009-01-01 00:33:58	2009-01-01 00:37:04
13800010829	2009-01-01 00:33:59	2009-01-01 00:38:13
13800010260	2009-01-01 00:34:02	2009-01-01 00:38:00
13800010532	2009-01-01 00:34:06	2009-01-01 00:36:24
13800010812	2009-01-01 00:34:32	2009-01-01 00:55:32
13800010877	2009-01-01 00:34:47	2009-01-01 00:39:07
13800010317	2009-01-01 00:35:06	2009-01-01 00:38:36
13800010507	2009-01-01 00:35:09	2009-01-01 00:36:43
13800010079	2009-01-01 00:35:15	2009-01-01 00:36:29
13800010330	2009-01-01 00:35:36	2009-01-01 00:37:53
13800010397	2009-01-01 00:35:46	2009-01-01 01:14:08
13800010869	2009-01-01 00:36:00	2009-01-01 00:39:26
13800010774	2009-01-01 00:36:42	2009-01-01 00:37:29
13800010165	2009-01-01 00:36:56	2009-01-01 00:38:36
13800010674	2009-01-01 00:36:56	2009-01-01 00:39:17
13800010245	2009-01-01 00:37:03	2009-01-01 00:39:14
13800010177	2009-01-01 00:37:16	2009-01-01 00:39:41
13800010348	2009-01-01 00:37:33	2009-01-01 00:39:32
13800010620	2009-01-01 00:37:53	2009-01-01 01:14:22
13800010752	2009-01-01 00:37:56	2009-01-01 00:39:24
13800010145	2009-01-01 00:38:06	2009-01-01 00:42:06
13800010663	2009-01-01 00:38:08	2009-01-01 00:38:36
13800010308	2009-01-01 00:38:14	2009-01-01 00:43:19
13800010456	2009-01-01 00:38:17	2009-01-01 00:39:50
13800010649	2009-01-01 00:38:24	2009-01-01 00:43:39
13800010707	2009-01-01 00:38:54	2009-01-01 00:40:59
13800010717	2009-01-01 00:39:12	2009-01-01 00:39:33
13800010594	2009-01-01 00:39:32	2009-01-01 00:42:30
13800010797	2009-01-01 00:39:59	2009-01-01 00:40:52
13800010019	2009-01-01 00:40:38	2009-01-01 00:41:05
13800010014	2009-01-01 00:40:43	2009-01-01 00:41:31
13800010648	2009-01-01 00:40:51	2009-01-01 00:44:16
13800010009	2009-01-01 00:40:53	2009-01-01 00:45:24
13800010431	2009-01-01 00:40:55	2009-01-01 00:42:25
13800010130	2009-01-01 00:40:55	2009-01-01 00:43:52
13800010114	2009-01-01 00:41:02	2009-01-01 00:46:03
13800010273	2009-01-01 00:41:40	2009-01-01 00:45:49
13800010651	2009-01-01 00:41:57	2009-01-01 00:43:15
13800010228	2009-01-01 00:42:02	2009-01-01 00:43:19
13800010042	2009-01-01 00:42:07	2009-01-01 00:45:36
13800010003	2009-01-01 00:42:26	2009-01-01 00:47:12
13800010689	2009-01-01 00:43:02	2009-01-01 00:45:17
13800010631	2009-01-01 00:43:04	2009-01-01 00:44:52
13800010714	2009-01-01 00:43:37	2009-01-01 00:44:07
13800010448	2009-01-01 00:43:39	2009-01-01 00:45:50
13800010219	2009-01-01 00:43:55	2009-01-01 00:46:15
13800010549	2009-01-01 00:43:57	2009-01-01 00:45:31
13800010054	2009-01-01 00:44:01	2009-01-01 00:45:33
13800010670	2009-01-01 00:44:14	2009-01-01 00:45:51
13800010878	2009-01-01 00:44:16	2009-01-01 00:49:18
13800010694	2009-01-01 00:44:27	2009-01-01 00:45:17
13800010160	2009-01-01 00:44:58	2009-01-01 00:46:09
13800010539	2009-01-01 00:45:32	2009-01-01 00:48:53
13800010401	2009-01-01 00:45:37	2009-01-01 00:46:26
13800010821	2009-01-01 00:45:45	2009-01-01 00:47:04
13800010785	2009-01-01 00:45:58	2009-01-01 00:48:09
13800010406	2009-01-01 00:46:23	2009-01-01 00:51:39
13800010299	2009-01-01 00:46:42	2009-01-01 01:40:25
13800010601	2009-01-01 00:47:04	2009-01-01 01:44:38
13800010294	2009-01-01 00:47:12	2009-01-01 00:52:27
13800010803	2009-01-01 00:47:25	2009-01-01 00:50:52
13800010604	2009-01-01 00:47:30	2009-01-01 00:51:15
13800010799	2009-01-01 00:47:34	2009-01-01 00:52:41
13800010834	2009-01-01 00:47:51	2009-01-01 00:50:29
13800010164	2009-01-01 00:47:54	2009-01-01 00:52:29
13800010172	2009-01-01 00:48:04	2009-01-01 00:51:04
13800010775	2009-01-01 00:48:39	2009-01-01 00:53:31
13800010147	2009-01-01 00:48:40	2009-01-01 00:50:59
13800010198	2009-01-01 00:48:41	2009-01-01 00:51:03
13800010581	2009-01-01 00:48:48	2009-01-01 00:52:05
13800010319	2009-01-01 00:49:00	2009-01-01 01:48:23
13800010067	2009-01-01 00:49:11	2009-01-01 00:50:33
13800010543	2009-01-01 00:49:26	2009-01-01 01:11:21
13800010792	2009-01-01 00:49:47	2009-01-01 00:53:32
13800010689	2009-01-01 00:51:00	2009-01-01 01:44:14
13800010144	2009-01-01 00:51:08	2009-01-01 01:17:53
13800010216	2009-01-01 00:51:20	2009-01-01 00:52:09
13800010289	2009-01-01 00:51:29	2009-01-01 00:52:11
13800010003	2009-01-01 00:51:33	2009-01-01 01:19:48
13800010898	2009-01-01 00:51:35	2009-01-01 00:56:45
13800010619	2009-01-01 00:51:44	2009-01-01 00:56:30
13800010130	2009-01-01 00:51:49	2009-01-01 00:56:53
13800010097	2009-01-01 00:52:07	2009-01-01 00:55:46
13800010189	2009-01-01 00:52:19	2009-01-01 00:55:10
13800010005	2009-01-01 00:52:54	2009-01-01 01:44:33
13800010166	2009-01-01 00:53:01	2009-01-01 01:23:56
13800010094	2009-01-01 00:53:15	2009-01-01 00:54:59
13800010685	2009-01-01 00:53:15	2009-01-01 00:56:37
13800010863	2009-01-01 00:53:25	2009-01-01 00:56:19
13800010604	2009-01-01 00:53:37	2009-01-01 00:55:41
13800010412	2009-01-01 00:54:04	2009-01-01 00:59:23
13800010119	2009-01-01 00:54:12	2009-01-01 01:27:38
13800010553	2009-01-01 00:54:49	2009-01-01 01:23:37
13800010218	2009-01-01 00:54:51	2009-01-01 00:57:48
13800010465	2009-01-01 00:54:53	2009-01-01 00:55:41
13800010263	2009-01-01 00:55:24	2009-01-01 00:57:56
13800010249	2009-01-01 00:55:57	2009-01-01 01:00:36
13800010536	2009-01-01 00:55:59	2009-01-01 01:00:41
13800010894	2009-01-01 00:56:03	2009-01-01 00:59:54
13800010457	2009-01-01 00:56:13	2009-01-01 00:59:38
13800010788	2009-01-01 00:56:19	2009-01-01 00:58:11
13800010359	2009-01-01 00:56:38	2009-01-01 00:59:26
13800010646	2009-01-01 00:56:42	2009-01-01 00:59:33
13800010591	2009-01-01 00:56:43	2009-01-01 01:01:17
13800010451	2009-01-01 00:56:47	2009-01-01 00:57:25
13800010554	2009-01-01 00:57:36	2009-01-01 01:02:39
13800010408	2009-01-01 00:58:17	2009-01-01 01:01:05
13800010602	2009-01-01 00:58:32	2009-01-01 01:52:29
13800010321	2009-01-01 00:58:51	2009-01-01 01:00:51
13800010520	2009-01-01 00:59:08	2009-01-01 01:36:04
13800010715	2009-01-01 00:59:09	2009-01-01 00:59:35
13800010327	2009-01-01 00:59:21	2009-01-01 01:02:57
13800010101	2009-01-01 00:59:25	2009-01-01 01:03:07
13800010112	2009-01-01 00:59:35	2009-01-01 01:02:21
13800010539	2009-01-01 01:00:29	2009-01-01 01:04:19
13800010031	2009-01-01 01:00:32	2009-01-01 01:03:29
13800010764	2009-01-01 01:00:34	2009-01-01 01:02:52
13800010804	2009-01-01 01:00:47	2009-01-01 01:03:40
13800010228	2009-01-01 01:01:09	2009-01-01 01:03:23
13800010576	2009-01-01 01:01:15	2009-01-01 01:02:02
13800010752	2009-01-01 01:01:16	2009-01-01 01:02:59
13800010206	2009-01-01 01:01:20	2009-01-01 01:05:44
13800010323	2009-01-01 01:02:14	2009-01-01 01:06:01
13800010855	2009-01-01 01:02:21	2009-01-01 01:04:03
13800010048	2009-01-01 01:02:33	2009-01-01 01:06:04
13800010073	2009-01-01 01:03:02	2009-01-01 01:04:42
13800010190	2009-01-01 01:03:17	2009-01-01 01:06:54
13800010536	2009-01-01 01:03:25	2009-01-01 01:07:40
13800010441	2009-01-01 01:03:26	2009-01-01 01:06:09
13800010478	2009-01-01 01:03:36	2009-01-01 01:04:42
13800010201	2009-01-01 01:04:23	2009-01-01 01:08:23
13800010582	2009-01-01 01:04:34	2009-01-01 01:05:16
13800010357	2009-01-01 01:05:07	2009-01-01 01:46:07
13800010360	2009-01-01 01:05:11	2009-01-01 01:06:29
13800010585	2009-01-01 01:05:29	2009-01-01 01:08:51
13800010108	2009-01-01 01:05:30	2009-01-01 01:09:41
13800010016	2009-01-01 01:05:48	2009-01-01 01:08:18
13800010168	2009-01-01 01:05:55	2009-01-01 01:07:25
13800010261	2009-01-01 01:06:11	2009-01-01 01:09:50
13800010262	2009-01-01 01:06:24	2009-01-01 01:10:48
13800010364	2009-01-01 01:06:52	2009-01-01 01:08:29
13800010838	2009-01-01 01:06:59	2009-01-01 01:09:52
13800010535	2009-01-01 01:07:13	2009-01-01 01:09:42
13800010604	2009-01-01 01:07:23	2009-01-01 01:11:19
13800010385	2009-01-01 01:07:52	2009-01-01 01:08:52
13800010242	2009-01-01 01:07:53	2009-01-01 01:10:07
13800010700	2009-01-01 01:08:18	2009-01-01 01:11:12
13800010865	2009-01-01 01:08:32	2009-01-01 01:13:14
13800010006	2009-01-01 01:08:38	2009-01-01 01:10:22
13800010171	2009-01-01 01:09:03	2009-01-01 01:11:39
13800010036	2009-01-01 01:09:10	2009-01-01 02:06:10
13800010128	2009-01-01 01:09:12	2009-01-01 02:07:02
13800010452	2009-01-01 01:09:55	2009-01-01 01:12:27
13800010038	2009-01-01 01:10:08	2009-01-01 01:14:12
13800010021	2009-01-01 01:10:14	2009-01-01 01:14:53
13800010868	2009-01-01 01:10:14	2009-01-01 01:11:53
13800010854	2009-01-01 01:10:57	2009-01-01 01:15:02
13800010339	2009-01-01 01:11:35	2009-01-01 01:49:12
13800010751	2009-01-01 01:11:44	2009-01-01 01:16:12
13800010372	2009-01-01 01:11:57	2009-01-01 02:11:13
13800010325	2009-01-01 01:12:12	2009-01-01 01:16:48
13800010437	2009-01-01 01:12:26	2009-01-01 02:12:00
13800010157	2009-01-01 01:12:36	2009-01-01 01:14:51
13800010669	2009-01-01 01:12:48	2009-01-01 01:14:56
13800010345	2009-01-01 01:12:53	2009-01-01 01:16:43
13800010248	2009-01-01 01:13:23	2009-01-01 01:14:26
13800010817	2009-01-01 01:13:51	2009-01-01 01:15:06
13800010051	2009-01-01 01:14:05	2009-01-01 01:48:11
13800010091	2009-01-01 01:14:21	2009-01-01 01:14:43
13800010283	2009-01-01 01:14:40	2009-01-01 02:10:24
13800010744	2009-01-01 01:14:41	2009-01-01 01:18:07
13800010341	2009-01-01 01:14:51	2009-01-01 01:19:19
13800010829	2009-01-01 01:14:53	2009-01-01 01:15:30
13800010695	2009-01-01 01:14:53	2009-01-01 01:56:09
13800010569	2009-01-01 01:16:13	2009-01-01 01:21:23
13800010627	2009-01-01 01:16:14	2009-01-01 01:19:45
13800010548	2009-01-01 01:16:39	2009-01-01 01:21:34
13800010874	2009-01-01 01:16:57	2009-01-01 01:21:11
13800010227	2009-01-01 01:17:18	2009-01-01 01:19:11
13800010667	2009-01-01 01:17:25	2009-01-01 01:58:32
13800010096	2009-01-01 01:17:59	2009-01-01 01:22:39
13800010518	2009-01-01 01:18:01	2009-01-01 01:18:40
13800010674	2009-01-01 01:18:02	2009-01-01 01:22:25
13800010737	2009-01-01 01:18:16	2009-01-01 01:19:13
13800010623	2009-01-01 01:18:23	2009-01-01 01:21:50
13800010634	2009-01-01 01:18:53	2009-01-01 01:20:01
13800010091	2009-01-01 01:18:57	2009-01-01 01:59:16
13800010420	2009-01-01 01:19:22	2009-01-01 01:20:03
13800010032	2009-01-01 01:20:05	2009-01-01 01:24:46
13800010773	2009-01-01 01:20:53	2009-01-01 01:21:22
13800010035	2009-01-01 01:20:58	2009-01-01 01:22:49
13800010871	2009-01-01 01:21:06	2009-01-01 01:23:26
13800010853	2009-01-01 01:21:09	2009-01-01 01:25:35
13800010819	2009-01-01 01:21:18	2009-01-01 01:23:37
13800010072	2009-01-01 01:21:22	2009-01-01 01:26:20
13800010534	2009-01-01 01:22:08	2009-01-01 01:22:53
13800010278	2009-01-01 01:22:09	2009-01-01 01:22:48
13800010659	2009-01-01 01:22:18	2009-01-01 01:24:39
13800010175	2009-01-01 01:23:30	2009-01-01 01:24:19
13800010160	2009-01-01 01:23:41	2009-01-01 01:27:40
13800010417	2009-01-01 01:23:51	2009-01-01 01:24:28
13800010633	2009-01-01 01:23:55	2009-01-01 01:26:01
13800010253	2009-01-01 01:24:01	2009-01-01 01:26:31
13800010155	2009-01-01 01:24:36	2009-01-01 01:25:09
13800010313	2009-01-01 01:24:42	2009-01-01 01:28:43
13800010749	2009-01-01 01:25:19	2009-01-01 01:28:18
13800010086	2009-01-01 01:25:28	2009-01-01 01:26:43
13800010294	2009-01-01 01:25:36	2009-01-01 01:26:07
13800010146	2009-01-01 01:25:44	2009-01-01 02:15:27
13800010744	2009-01-01 01:26:20	2009-01-01 01:28:08
13800010516	2009-01-01 01:26:33	2009-01-01 01:31:47
13800010285	2009-01-01 01:26:53	2009-01-01 01:27:37
13800010425	2009-01-01 01:27:01	2009-01-01 01:27:54
13800010134	2009-01-01 01:27:17	2009-01-01 01:28:29
13800010352	2009-01-01 01:27:31	2009-01-01 01:32:43
13800010272	2009-01-01 01:27:52	2009-01-01 01:33:04
13800010070	2009-01-01 01:28:40	2009-01-01 01:31:46
13800010678	2009-01-01 01:28:54	2009-01-01 01:29:43
13800010702	2009-01-01 01:29:44	2009-01-01 01:34:06
13800010430	2009-01-01 01:29:48	2009-01-01 02:01:42
13800010411	2009-01-01 01:29:49	2009-01-01 01:33:43
13800010873	2009-01-01 01:29:54	2009-01-01 01:30:33
13800010567	2009-01-01 01:30:09	2009-01-01 01:48:48
13800010157	2009-01-01 01:30:10	2009-01-01 01:34:09
13800010656	2009-01-01 01:30:48	2009-01-01 02:30:06
13800010266	2009-01-01 01:31:17	2009-01-01 01:36:20
13800010325	2009-01-01 01:31:23	2009-01-01 01:35:59
13800010732	2009-01-01 01:31:50	2009-01-01 01:36:01
13800010832	2009-01-01 01:33:00	2009-01-01 01:37:56
13800010713	2009-01-01 01:33:01	2009-01-01 01:35:55
13800010899	2009-01-01 01:33:12	2009-01-01 02:06:18
13800010194	2009-01-01 01:33:19	2009-01-01 01:38:06
13800010757	2009-01-01 01:33:22	2009-01-01 01:36:31
13800010554	2009-01-01 01:33:23	2009-01-01 01:34:32
13800010450	2009-01-01 01:34:12	2009-01-01 02:10:33
13800010056	2009-01-01 01:34:29	2009-01-01 01:39:39
13800010792	2009-01-01 01:35:09	2009-01-01 01:35:44
13800010810	2009-01-01 01:35:41	2009-01-01 01:36:26
13800010245	2009-01-01 01:35:55	2009-01-01 01:37:28
13800010104	2009-01-01 01:35:58	2009-01-01 01:41:03
13800010167	2009-01-01 01:36:42	2009-01-01 01:38:07
13800010424	2009-01-01 01:36:43	2009-01-01 02:16:41
13800010710	2009-01-01 01:36:46	2009-01-01 01:40:41
13800010665	2009-01-01 01:36:54	2009-01-01 01:40:43
13800010527	2009-01-01 01:37:12	2009-01-01 01:42:18
13800010617	2009-01-01 01:37:21	2009-01-01 01:41:57
13800010662	2009-01-01 01:38:45	2009-01-01 01:40:15
13800010401	2009-01-01 01:39:00	2009-01-01 01:39:56
13800010496	2009-01-01 01:39:11	2009-01-01 01:44:17
13800010196	2009-01-01 01:39:22	2009-01-01 02:09:52
13800010278	2009-01-01 01:39:35	2009-01-01 01:43:47
13800010379	2009-01-01 01:39:36	2009-01-01 01:40:44
13800010020	2009-01-01 01:40:21	2009-01-01 01:42:30
13800010642	2009-01-01 01:40:41	2009-01-01 01:41:14
13800010153	2009-01-01 01:41:00	2009-01-01 01:44:59
13800010822	2009-01-01 01:41:06	2009-01-01 01:41:33
13800010353	2009-01-01 01:41:44	2009-01-01 02:32:42
13800010650	2009-01-01 01:41:55	2009-01-01 01:45:06
13800010744	2009-01-01 01:42:16	2009-01-01 01:47:00
13800010465	2009-01-01 01:42:24	2009-01-01 01:47:18
13800010169	2009-01-01 01:42:38	2009-01-01 01:44:11
13800010574	2009-01-01 01:43:39	2009-01-01 01:47:42
13800010331	2009-01-01 01:43:48	2009-01-01 01:44:58
13800010433	2009-01-01 01:43:59	2009-01-01 01:45:55
13800010346	2009-01-01 01:44:30	2009-01-01 02:20:53
13800010415	2009-01-01 01:44:59	2009-01-01 01:46:48
13800010533	2009-01-01 01:45:23	2009-01-01 01:47:40
13800010673	2009-01-01 01:45:27	2009-01-01 01:46:08
13800010759	2009-01-01 01:45:35	2009-01-01 01:47:42
13800010504	2009-01-01 01:45:38	2009-01-01 01:49:14
13800010282	2009-01-01 01:46:02	2009-01-01 01:50:46
13800010162	2009-01-01 01:47:05	2009-01-01 01:51:39
13800010884	2009-01-01 01:47:17	2009-01-01 01:49:05
13800010893	2009-01-01 01:47:30	2009-01-01 01:50:16
13800010694	2009-01-01 01:47:37	2009-01-01 01:48:32
13800010216	2009-01-01 01:47:50	2009-01-01 01:52:03
